ID,Path
IMG_BG_TITLE,Resource/Runtime/2D/背景/背景_タイトル.png
IMG_BG_PHASE1,Resource/Runtime/2D/背景/背景_ステージ1.png
IMG_BG_PHASE2,Resource/Runtime/2D/背景/背景_ステージ2.png
IMG_BG_PHASE3,Resource/Runtime/2D/背景/背景_ステージ3.png
IMG_BG_BOSS,Resource/Runtime/2D/背景/背景_ボス戦.png
IMG_BG_PASTURE,Resource/Runtime/2D/背景/背景_牧場_01.png
IMG_CHARA_PLAYER1,Resource/Runtime/2D/キャラクター/キャラ_自機_01.png
IMG_CHARA_PLAYER2,Resource/Runtime/2D/キャラクター/キャラ_自機_02.png
IMG_CHARA_PLAYER3,Resource/Runtime/2D/キャラクター/キャラ_自機_03.png
IMG_CHARA_ENEMY,Resource/Runtime/2D/キャラクター/キャラ_敵_基本.png
IMG_CHARA_BOSS,Resource/Runtime/2D/キャラクター/キャラ_ボス_01.png
IMG_CUTIN_GIRL,Resource/Runtime/2D/カットイン/カットイン_少女.png
IMG_CUTIN_MACKEREL,Resource/Runtime/2D/カットイン/カットイン_サバ.png
IMG_CUTIN_NORMAL,Resource/Runtime/2D/カットイン/カットイン_ボス通常.png
IMG_CUTIN_OLD,Resource/Runtime/2D/カットイン/カットイン_ボス老齢.png
IMG_UI_BTN_BASE,Resource/Runtime/2D/UI/UI_ボタンベース.png
IMG_UI_BTN_START,Resource/Runtime/2D/UI/UI_開始ボタン.png
IMG_UI_MISC1,Resource/Runtime/2D/UI/UI_汎用アイコン_01.png
IMG_RULE_01,Resource/Runtime/2D/ルール/ルール_ページ01.png
IMG_RULE_02,Resource/Runtime/2D/ルール/ルール_ページ02.png
IMG_RULE_03,Resource/Runtime/2D/ルール/ルール_ページ03.png
IMG_RULE_04,Resource/Runtime/2D/ルール/ルール_ページ04.png
IMG_RULE_05,Resource/Runtime/2D/ルール/ルール_ページ05.png
IMG_RULE_06,Resource/Runtime/2D/ルール/ルール_ページ06.png
IMG_OBJ_ROCK,Resource/Runtime/2D/小物/小物_岩_01.png
TEX_ENEMY_FISH,Resource/Runtime/3D/テクスチャ/テクスチャ_敵_魚.png
TEX_ENEMY_MERMAN,Resource/Runtime/3D/テクスチャ/テクスチャ_敵_半魚人.png
MOV_TITLE_BG,Resource/Runtime/動画/動画_タイトル背景.mp4
SE_UI_CLICK,Resource/Runtime/音声/SE/効果音_決定.wav
BGM_096,Resource/Runtime/音声/BGM/BGM_096.mp3
BGM_112,Resource/Runtime/音声/BGM/BGM_112.mp3
BGM_115,Resource/Runtime/音声/BGM/BGM_115.mp3
BGM_146,Resource/Runtime/音声/BGM/BGM_146.mp3
BGM_169,Resource/Runtime/音声/BGM/BGM_169.mp3
BGM_170,Resource/Runtime/音声/BGM/BGM_170.mp3
SE_BARRIER_HIT,Resource/Runtime/音声/SE/効果音_バリアヒット.mp3
SE_BTN1,Resource/Runtime/音声/SE/効果音_ボタン1.mp3
SE_GLASS_DESTROY,Resource/Runtime/音声/SE/効果音_ガラス破壊.mp3
SE_GLASS1,Resource/Runtime/音声/SE/効果音_ガラス1.mp3
SE_HIT1,Resource/Runtime/音声/SE/効果音_ヒット1.mp3
SE_SHOOT1,Resource/Runtime/音声/SE/効果音_ショット1.mp3
SE_SOUND1,Resource/Runtime/音声/SE/効果音_サウンド1.mp3
SE_SOUND2,Resource/Runtime/音声/SE/効果音_サウンド2.mp3
SE_SOUND3,Resource/Runtime/音声/SE/効果音_サウンド3.mp3
SE_SOUND4,Resource/Runtime/音声/SE/効果音_サウンド4.mp3
SE_SOUND5,Resource/Runtime/音声/SE/効果音_サウンド5.mp3
SE_SOUND6,Resource/Runtime/音声/SE/効果音_サウンド6.mp3
SE_SOUND7,Resource/Runtime/音声/SE/効果音_サウンド7.mp3
SE_SOUND8,Resource/Runtime/音声/SE/効果音_サウンド8.mp3
SE_SOUND9,Resource/Runtime/音声/SE/効果音_サウンド9.mp3
SE_SOUND10,Resource/Runtime/音声/SE/効果音_サウンド10.mp3
SE_SOUND11,Resource/Runtime/音声/SE/効果音_サウンド11.mp3
SE_SOUND12,Resource/Runtime/音声/SE/効果音_サウンド12.mp3
SE_SOUND13,Resource/Runtime/音声/SE/効果音_サウンド13.mp3
SE_STATUS_UP,Resource/Runtime/音声/SE/効果音_ステータスアップ.mp3
SE_UNKNOWN1,Resource/Runtime/音声/SE/効果音_アンノウン1.mp3
